Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
86,14.0608,0.0,20.0794,0.0,0.0,30.0,30.0,13.2075,3.9624,5.112809,8.876351,3.676073,7.134236,6.814544,10.404925,7.446835,11.975458,4.485862,0.6076,0.0972,5
87,21.196,0.0,30.0,0.0,0.0,30.0,30.0,12.7274,25.2239,7.287886,6.56006,4.225921,4.08826,7.15753,9.526005,8.091427,9.667051,1.914146,0.5298,0.252,4
88,0.0,12.436,30.0,4.2515,0.0,30.0,16.2971,0.0,0.0,4.503538,9.997039,3.736866,8.509134,7.078978,11.86643,6.669265,10.367945,7.150939,0.6748,0.1127,6
89,0.0,2.1554,30.0,0.0,0.0,30.0,4.6312,0.0,0.0,4.230747,10.155516,3.590353,9.015511,6.715655,12.910274,6.277437,11.017932,8.468151,0.693,0.1339,6
90,0.0,2.1205,30.0,12.5826,0.0,30.0,7.2371,0.0,0.0,4.26463,9.851633,3.5922,8.883346,6.683893,12.845751,6.365944,10.843413,8.263713,0.668,0.1328,6
91,0.0,14.402,30.0,0.0,0.0,30.0,0.0,0.0,0.0,4.27477,9.934603,3.593312,8.476867,7.238276,12.04315,6.316832,10.142614,8.225562,0.6411,0.1278,6
92,0.0,3.9883,30.0,0.0,0.0,30.0,9.6689,0.0,11.4931,4.890599,9.935432,3.606263,8.382312,6.802278,12.504702,6.531798,10.675514,6.540846,0.6369,0.1079,6
93,0.0,0.3477,30.0,0.3716,13.1201,30.0,2.9891,0.0,0.0,4.22369,9.915525,3.843083,8.999606,6.884184,11.909834,6.302767,9.074216,8.370023,0.6236,0.1221,6
94,0.0,6.5954,30.0,2.9658,0.0,19.0826,8.2821,0.0,0.0,4.288941,13.486954,3.404215,8.931889,4.809513,15.196303,4.6072,10.833827,8.754249,0.6569,0.1888,5
95,0.0,5.2384,19.4694,0.0,0.0,30.0,8.9965,0.0,0.0,3.063756,10.325744,2.794172,9.537042,6.807008,12.687838,6.30905,11.906865,8.075314,0.6128,0.2167,6
96,0.0,0.0,30.0,0.0,0.0,30.0,0.0,11.098,0.0,4.76894,9.8841,3.78485,9.017632,6.743756,12.070661,6.256089,11.016718,7.609774,0.6257,0.1038,6
97,0.0,9.2113,30.0,10.3379,0.0,0.0,30.0,30.0,0.0,7.335934,12.736159,4.818695,8.249299,2.642029,9.260747,5.358236,10.542502,3.365177,0.6251,0.2319,6
98,7.3264,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,6.037346,8.17366,3.779048,9.179489,6.733095,7.721619,6.205096,13.387355,4.374545,0.6789,0.0802,5
99,12.0476,14.3829,0.0,0.0,0.0,30.0,0.0,30.0,0.0,6.124903,7.555706,3.766337,7.765157,7.23929,7.063971,6.24226,11.52579,4.100467,0.5677,0.0868,5
100,0.0,0.0,0.0,0.0,13.0278,30.0,0.0,30.0,0.0,6.033461,8.189472,4.015993,10.136278,6.896322,6.950268,6.259239,10.166068,4.416179,0.6579,0.0622,5
