Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Fitness,Nc
17,1.0,3.8996,7.7003,1.9963,2.4936,1.3985,0.4995,29.7562,2.4987,39.6844,14.3102,20.9843,20.9342,49.9352,68.5127,44.4123,24.7788,59.5944,0.0005,7
18,1.0,3.8996,7.7003,1.9963,2.4936,1.3985,0.4995,29.7562,2.4987,39.6844,14.3102,20.9843,20.9342,49.9352,68.5127,44.4123,24.7788,59.5944,0.0005,7
19,1.0013,3.8999,7.7035,1.9976,2.4972,1.3996,0.4992,29.4795,2.5,39.7795,14.3248,20.9992,20.9367,49.9624,68.6289,44.352,24.7995,59.6607,0.0003,7
20,1.0099,3.8999,7.7035,1.9995,2.4972,1.3996,0.4992,12.0528,2.5,40.2123,14.3252,20.9317,20.8438,50.2507,72.7766,43.2819,24.7831,59.711,0.0011,8
21,1.0055,3.9,11.2741,1.998,2.4988,1.3999,0.4995,29.8555,2.499,39.669,14.3192,21.2971,20.6044,49.9478,67.7261,44.3776,24.85,58.9314,0.0005,7
22,1.0055,3.9,11.2741,1.998,2.4988,1.3999,0.4995,29.8555,2.499,39.669,14.3192,21.2971,20.6044,49.9478,67.7261,44.3776,24.85,58.9314,0.0005,7
23,1.0015,3.8999,7.5779,1.9984,2.4988,1.3996,0.4872,29.697,2.5,39.4578,14.3315,21.0033,20.948,49.603,68.7768,44.1992,24.8103,59.7499,0.0026,8
24,1.0015,3.8999,7.5779,1.9984,2.4988,1.3996,0.4872,29.697,2.5,39.4578,14.3315,21.0033,20.948,49.603,68.7768,44.1992,24.8103,59.7499,0.0026,8
25,1.0055,3.9,7.6738,1.9976,2.4988,1.3999,0.4807,7.2887,2.4988,39.9764,14.3318,20.9363,20.8351,49.6927,74.947,43.255,24.7728,59.7703,0.0023,7
26,1.0055,3.9,7.6738,1.9976,2.4988,1.3999,0.4807,7.2887,2.4988,39.9764,14.3318,20.9363,20.8351,49.6927,74.947,43.255,24.7728,59.7703,0.0023,7
27,1.0055,3.9,7.6738,1.9976,2.4988,1.3999,0.4807,7.2887,2.4988,39.9764,14.3318,20.9363,20.8351,49.6927,74.947,43.255,24.7728,59.7703,0.0023,7
28,1.0055,3.9,7.6738,1.9976,2.4988,1.3999,0.4807,7.2887,2.4988,39.9764,14.3318,20.9363,20.8351,49.6927,74.947,43.255,24.7728,59.7703,0.0023,7
29,1.0055,3.9,14.5506,1.9976,2.4988,1.3999,0.499,29.995,2.4988,39.5306,14.3094,21.9078,20.4452,49.9004,66.9712,44.3202,24.9686,58.5561,0.0026,7
30,1.0055,3.9,14.5506,1.9976,2.4988,1.3999,0.499,29.995,2.4988,39.5306,14.3094,21.9078,20.4452,49.9004,66.9712,44.3202,24.9686,58.5561,0.0026,7
31,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
32,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
33,1.0055,3.9,14.5506,1.9984,2.4969,1.3999,0.4984,29.995,2.4988,39.4707,14.3016,21.9008,20.4443,49.9046,66.9463,44.296,24.9713,58.5719,0.0025,7
34,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
35,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
36,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
37,1.0,3.8999,7.5779,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3999,14.3203,20.9939,20.947,49.6127,68.7384,44.1807,24.8059,59.7537,0.0026,7
38,1.0038,3.8999,7.5121,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3968,14.3205,20.9901,20.9537,49.612,68.7278,44.1806,24.8046,59.766,0.0026,7
39,1.0038,3.8999,7.5121,1.9984,2.496,1.3996,0.4872,29.697,2.5,39.3968,14.3205,20.9901,20.9537,49.612,68.7278,44.1806,24.8046,59.766,0.0026,7
