Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
69,9.0,9.0,5.0,9.0,9.0,9.0,5.0,5.0,9.0,11.711859,0.836021,44.951852,42.584111,887.459521,11.668406,6.592207,43.719583,36.83339,0.629,0.4356,4
70,9.0,9.0,5.8191,9.0,6.927,9.0,5.0,5.0,9.0,10.614409,1.843421,47.000099,42.448661,510.838589,11.631441,6.528569,45.229481,30.429711,0.3672,0.4307,4
71,9.0,9.0,5.0,9.0,9.0,9.0,7.2985,5.0,9.0,9.964326,24.177234,46.133626,26.173692,639.484997,25.361696,8.48248,37.509569,25.820237,0.4466,0.3006,3
72,9.0,7.6791,5.0,7.1625,9.0,9.0,5.0,5.0,9.0,21.746609,0.836868,45.900262,31.049149,884.423084,8.297799,5.822012,24.743677,22.315435,0.5763,0.4907,4
73,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.1634,9.0,7.694965,99.309057,38.393922,10.693479,241.586581,71.380321,10.555911,65.123835,13.599844,0.5393,0.108,6
74,9.0,9.0,9.0,5.0,9.0,9.0,5.0,5.3716,9.0,11.38061,1.118877,42.746284,24.031814,858.652861,7.812064,5.158653,41.797361,33.258743,0.5282,0.4706,4
75,9.0,7.9066,5.0,9.0,9.0,9.0,5.0,5.0,7.2944,9.344459,0.837447,22.716643,12.499697,884.884007,10.169125,7.128009,37.962553,25.22418,0.476,0.4798,3
76,9.0,5.4857,9.0,5.0544,9.0,9.0,5.0,5.0,9.0,34.987905,1.810079,47.069148,24.133058,881.26567,6.484,5.067929,42.01637,10.661388,0.4293,0.4743,4
77,9.0,5.0,5.0,8.3366,9.0,9.0,5.0,5.0,9.0,37.810821,0.919449,48.141462,37.617335,880.821701,10.024036,6.146662,35.285344,11.125038,0.5726,0.4589,5
78,6.9856,8.2191,5.0,9.0,9.0,9.0,5.0,5.0,9.0,17.785046,1.107687,45.929217,50.059723,375.719727,9.124997,6.547512,38.845762,21.112155,0.5971,0.4535,4
79,9.0,5.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,37.195191,2.781069,48.331606,42.161822,880.821703,11.677102,6.160177,84.217619,10.690575,0.6754,0.4188,6
80,7.3988,5.0,7.6254,9.0,9.0,9.0,5.0,5.0,9.0,37.648724,2.582283,48.363035,48.550005,441.372789,9.473877,6.290086,58.581702,7.563756,0.5808,0.4377,4
81,9.0,5.0,9.0,9.0,9.0,9.0,7.035,5.0,9.0,34.452101,7.721518,49.369896,28.064752,668.752841,23.025643,7.69473,76.849791,6.021676,0.5076,0.3657,5
