Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
65,0.5683,0.1131,0.4009,0.882,0.7155,0.7711,0.9962,0.983,0.7728,1.7204,0.8005,1.2946,-0.2162,2.1157,-0.196,2.022,-0.0654,2.1922,0.604,0.6594,4
66,0.8195,0.7028,0.7831,0.0292,0.5115,0.9281,0.5798,0.0571,0.9945,1.9221,0.2294,1.8969,1.079,1.2201,0.1502,1.4304,1.079,1.7332,0.3612,0.4306,3
67,0.2222,0.6238,0.153,0.8931,0.5297,0.99,0.944,0.0792,0.3602,0.4935,0.6839,0.4847,0.3653,0.9846,0.5195,1.5528,1.3168,0.5942,0.4797,0.5363,1
68,0.1816,0.1948,0.7676,0.1302,0.4099,0.2766,0.1716,0.0628,0.1173,-1.4986,2.5911,-0.1828,2.5937,-1.2756,2.5721,-1.4996,2.594,-1.5022,1.3609,1.3832,4
69,0.8891,0.3032,0.1053,0.2507,0.7335,0.213,0.135,0.2716,0.3163,0.6788,2.0064,-0.5616,2.026,0.5988,2.034,-0.5609,2.0197,-0.4913,0.7565,0.8345,4
70,0.8121,0.4643,0.3543,0.4246,0.4703,0.5538,0.9606,0.891,0.1065,1.7541,0.9834,0.7043,1.0563,0.9346,0.7711,1.629,0.2602,0.6079,0.4073,0.447,2
71,0.6013,0.3153,0.4936,0.4525,0.4732,0.7771,0.4162,0.905,0.1568,1.1119,1.3416,0.7728,1.1753,0.7186,0.4474,0.6007,0.4675,0.3871,0.4618,0.5149,0
72,0.3469,0.2698,0.4903,0.299,0.637,0.0909,0.0,0.1085,0.6816,-0.7146,2.1824,-0.3955,2.1693,0.1146,2.2017,-0.8233,2.2016,0.2375,0.9032,0.9342,4
73,0.2776,0.8498,0.5306,0.4799,0.5272,0.3962,0.4564,0.5,0.2196,0.2156,0.5893,0.695,1.2687,0.695,1.409,0.4937,1.225,0.1909,0.4803,0.5626,0
74,0.2326,0.2747,0.8347,0.1293,0.4574,0.2564,0.4103,0.3085,0.0708,-0.7715,2.1593,0.5073,2.1782,-0.4469,2.1626,-0.5706,2.1406,-0.7855,0.9316,0.9888,4
